code,description_short,description_long,is_billable,status,valid_from,mdc,drg_type,weight,gmlos,amlos
830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCE,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,17,SURG,1.5050,2.1,2.6
831,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH MCC,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,14,MED,1.2025,3.3,5.0
832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,14,MED,0.7216,2.6,3.7
833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,14,MED,0.5229,1.7,2.2
834,ACUTE LEUKEMIA WITH MCC,ACUTE LEUKEMIA WITH MCC,True,active,2025-10-01T00:00:00Z,17,MED,5.4899,9.6,15.4
835,ACUTE LEUKEMIA WITH CC,ACUTE LEUKEMIA WITH CC,True,active,2025-10-01T00:00:00Z,17,MED,2.0858,4.4,6.8
836,ACUTE LEUKEMIA WITHOUT CC/MCC,ACUTE LEUKEMIA WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,17,MED,1.2195,2.9,4.0
837,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOT,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY AGENT WITH MCC,True,active,2025-10-01T00:00:00Z,17,MED,4.8043,10.2,14.9
838,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHE,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAPY AGENT,True,active,2025-10-01T00:00:00Z,17,MED,2.0874,5.1,6.7
839,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,17,MED,1.4439,4.0,4.5
840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,True,active,2025-10-01T00:00:00Z,17,MED,3.2349,6.8,9.7
841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,True,active,2025-10-01T00:00:00Z,17,MED,1.6314,4.0,5.4
842,LYMPHOMA AND NON-ACUTE LEUKEMIA WITHOUT CC/MCC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,17,MED,1.0104,2.6,3.3
843,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MCC,True,active,2025-10-01T00:00:00Z,17,MED,1.9948,5.4,7.5
844,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH CC,True,active,2025-10-01T00:00:00Z,17,MED,1.2174,3.7,5.0
845,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,17,MED,0.8516,2.4,3.2
846,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,True,active,2025-10-01T00:00:00Z,17,MED,2.5925,5.8,7.7
847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,True,active,2025-10-01T00:00:00Z,17,MED,1.3082,3.8,4.3
848,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,17,MED,0.8494,2.6,3.3
849,RADIOTHERAPY,RADIOTHERAPY,True,active,2025-10-01T00:00:00Z,17,MED,2.7095,7.1,9.8
850,ACUTE LEUKEMIA WITH OTHER PROCEDURES,ACUTE LEUKEMIA WITH OTHER PROCEDURES,True,active,2025-10-01T00:00:00Z,17,SURG,8.6595,15.3,23.0
853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,18,SURG,4.9386,9.3,12.4
854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,18,SURG,1.9981,4.9,6.2
855,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITHOUT CC/MCC,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,18,SURG,1.4972,2.9,3.7
856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,18,SURG,4.5487,9.1,12.1
857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,18,SURG,2.1415,5.4,6.7
858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITHOUT CC/MCC,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,18,SURG,1.3929,3.4,4.2
862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,True,active,2025-10-01T00:00:00Z,18,MED,1.8237,5.0,6.6
863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,18,MED,0.9979,3.3,4.1
864,FEVER AND INFLAMMATORY CONDITIONS,FEVER AND INFLAMMATORY CONDITIONS,True,active,2025-10-01T00:00:00Z,18,MED,0.8877,2.6,3.2
865,VIRAL ILLNESS WITH MCC,VIRAL ILLNESS WITH MCC,True,active,2025-10-01T00:00:00Z,18,MED,1.4983,4.0,5.7
866,VIRAL ILLNESS WITHOUT MCC,VIRAL ILLNESS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,18,MED,0.8696,2.7,3.5
867,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,True,active,2025-10-01T00:00:00Z,18,MED,2.0932,5.4,7.3
868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,True,active,2025-10-01T00:00:00Z,18,MED,1.0311,3.4,4.3
869,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITHOUT CC/MCC,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,18,MED,0.7297,2.4,3.0
870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,True,active,2025-10-01T00:00:00Z,18,MED,6.9118,12.7,15.2
871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,True,active,2025-10-01T00:00:00Z,18,MED,1.9425,4.8,6.4
872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,18,MED,1.0233,3.4,4.2
876,O.R. PROCEDURES WITH PRINCIPAL DIAGNOSIS OF MENTAL ILLNESS,O.R. PROCEDURES WITH PRINCIPAL DIAGNOSIS OF MENTAL ILLNESS,True,active,2025-10-01T00:00:00Z,19,SURG,3.8649,7.3,19.3
880,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,True,active,2025-10-01T00:00:00Z,19,MED,0.9602,2.8,4.2
881,DEPRESSIVE NEUROSES,DEPRESSIVE NEUROSES,True,active,2025-10-01T00:00:00Z,19,MED,0.9409,4.1,6.2
882,NEUROSES EXCEPT DEPRESSIVE,NEUROSES EXCEPT DEPRESSIVE,True,active,2025-10-01T00:00:00Z,19,MED,1.0738,3.4,5.9
883,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,True,active,2025-10-01T00:00:00Z,19,MED,1.9663,5.8,11.3
884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,True,active,2025-10-01T00:00:00Z,19,MED,1.6089,4.6,7.8
885,PSYCHOSES,PSYCHOSES,True,active,2025-10-01T00:00:00Z,19,MED,1.3968,6.5,9.8
886,BEHAVIORAL AND DEVELOPMENTAL DISORDERS,BEHAVIORAL AND DEVELOPMENTAL DISORDERS,True,active,2025-10-01T00:00:00Z,19,MED,2.0753,5.9,14.9
887,OTHER MENTAL DISORDER DIAGNOSES,OTHER MENTAL DISORDER DIAGNOSES,True,active,2025-10-01T00:00:00Z,19,MED,1.0709,3.1,4.9
894,"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA","ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",True,active,2025-10-01T00:00:00Z,20,MED,0.6169,2.0,2.9
895,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY","ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",True,active,2025-10-01T00:00:00Z,20,MED,1.4156,7.2,10.3
896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC","ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",True,active,2025-10-01T00:00:00Z,20,MED,1.7451,4.8,7.0
897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC","ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",True,active,2025-10-01T00:00:00Z,20,MED,0.8828,3.3,4.3
901,WOUND DEBRIDEMENTS FOR INJURIES WITH MCC,WOUND DEBRIDEMENTS FOR INJURIES WITH MCC,True,active,2025-10-01T00:00:00Z,21,SURG,4.1966,8.4,12.5
902,WOUND DEBRIDEMENTS FOR INJURIES WITH CC,WOUND DEBRIDEMENTS FOR INJURIES WITH CC,True,active,2025-10-01T00:00:00Z,21,SURG,1.9145,4.7,6.5
903,WOUND DEBRIDEMENTS FOR INJURIES WITHOUT CC/MCC,WOUND DEBRIDEMENTS FOR INJURIES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,21,SURG,1.1696,2.6,3.3
904,SKIN GRAFTS FOR INJURIES WITH CC/MCC,SKIN GRAFTS FOR INJURIES WITH CC/MCC,True,active,2025-10-01T00:00:00Z,21,SURG,3.6731,6.6,10.2
905,SKIN GRAFTS FOR INJURIES WITHOUT CC/MCC,SKIN GRAFTS FOR INJURIES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,21,SURG,1.4318,3.0,4.0
906,HAND PROCEDURES FOR INJURIES,HAND PROCEDURES FOR INJURIES,True,active,2025-10-01T00:00:00Z,21,SURG,1.7624,2.8,4.4
907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,True,active,2025-10-01T00:00:00Z,21,SURG,3.8393,6.8,9.4
908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,True,active,2025-10-01T00:00:00Z,21,SURG,1.9952,3.6,4.8
909,OTHER O.R. PROCEDURES FOR INJURIES WITHOUT CC/MCC,OTHER O.R. PROCEDURES FOR INJURIES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,21,SURG,1.3127,2.2,2.7
913,TRAUMATIC INJURY WITH MCC,TRAUMATIC INJURY WITH MCC,True,active,2025-10-01T00:00:00Z,21,MED,1.6346,3.9,5.5
914,TRAUMATIC INJURY WITHOUT MCC,TRAUMATIC INJURY WITHOUT MCC,True,active,2025-10-01T00:00:00Z,21,MED,0.8855,2.5,3.1
915,ALLERGIC REACTIONS WITH MCC,ALLERGIC REACTIONS WITH MCC,True,active,2025-10-01T00:00:00Z,21,MED,1.6816,3.5,4.8
916,ALLERGIC REACTIONS WITHOUT MCC,ALLERGIC REACTIONS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,21,MED,0.6663,1.8,2.2
917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,True,active,2025-10-01T00:00:00Z,21,MED,1.5684,3.7,5.4
918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,21,MED,0.8571,2.4,3.4
919,COMPLICATIONS OF TREATMENT WITH MCC,COMPLICATIONS OF TREATMENT WITH MCC,True,active,2025-10-01T00:00:00Z,21,MED,1.8308,4.3,6.0
920,COMPLICATIONS OF TREATMENT WITH CC,COMPLICATIONS OF TREATMENT WITH CC,True,active,2025-10-01T00:00:00Z,21,MED,1.0023,2.8,3.7
921,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,21,MED,0.6884,2.1,2.5
922,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITH MCC","OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITH MCC",True,active,2025-10-01T00:00:00Z,21,MED,1.7494,4.2,7.4
923,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC","OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC",True,active,2025-10-01T00:00:00Z,21,MED,1.0177,2.8,4.4
927,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITH SKIN GRAFT,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITH SKIN GRAFT,True,active,2025-10-01T00:00:00Z,22,SURG,18.4302,24.0,32.1
928,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,True,active,2025-10-01T00:00:00Z,22,SURG,7.1727,12.4,17.4
929,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITHOUT CC/MCC,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,22,SURG,3.2208,6.1,8.0
933,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITHOUT SKIN GRAFT,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITHOUT SKIN GRAFT,True,active,2025-10-01T00:00:00Z,22,MED,3.8167,3.0,6.7
934,FULL THICKNESS BURN WITHOUT SKIN GRAFT OR INHALATION INJURY,FULL THICKNESS BURN WITHOUT SKIN GRAFT OR INHALATION INJURY,True,active,2025-10-01T00:00:00Z,22,MED,2.2106,4.9,7.4
935,NON-EXTENSIVE BURNS,NON-EXTENSIVE BURNS,True,active,2025-10-01T00:00:00Z,22,MED,2.0600,3.9,5.9
939,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH MCC,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH MCC,True,active,2025-10-01T00:00:00Z,23,SURG,3.6285,6.3,10.5
940,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH CC,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH CC,True,active,2025-10-01T00:00:00Z,23,SURG,2.3369,3.1,4.5
941,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITHOUT CC/,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,23,SURG,2.0277,1.9,2.4
945,REHABILITATION WITH CC/MCC,REHABILITATION WITH CC/MCC,True,active,2025-10-01T00:00:00Z,23,MED,1.5486,5.6,7.6
946,REHABILITATION WITHOUT CC/MCC,REHABILITATION WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,23,MED,1.1468,4.4,5.9
947,SIGNS AND SYMPTOMS WITH MCC,SIGNS AND SYMPTOMS WITH MCC,True,active,2025-10-01T00:00:00Z,23,MED,1.2694,3.7,5.2
948,SIGNS AND SYMPTOMS WITHOUT MCC,SIGNS AND SYMPTOMS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,23,MED,0.8005,2.6,3.4
949,AFTERCARE WITH CC/MCC,AFTERCARE WITH CC/MCC,True,active,2025-10-01T00:00:00Z,23,MED,1.1897,4.3,6.7
950,AFTERCARE WITHOUT CC/MCC,AFTERCARE WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,23,MED,0.6277,3.2,4.3
951,OTHER FACTORS INFLUENCING HEALTH STATUS,OTHER FACTORS INFLUENCING HEALTH STATUS,True,active,2025-10-01T00:00:00Z,23,MED,0.5560,1.8,2.6
955,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,True,active,2025-10-01T00:00:00Z,24,SURG,6.7311,8.7,12.8
956,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA","LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",True,active,2025-10-01T00:00:00Z,24,SURG,3.7630,5.9,7.3
957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,True,active,2025-10-01T00:00:00Z,24,SURG,7.6199,10.1,13.9
958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,True,active,2025-10-01T00:00:00Z,24,SURG,4.2139,6.5,8.1
959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,24,SURG,2.9441,3.8,4.6
963,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,True,active,2025-10-01T00:00:00Z,24,MED,2.7338,5.5,8.0
964,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,True,active,2025-10-01T00:00:00Z,24,MED,1.5326,3.9,4.9
965,OTHER MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,OTHER MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,24,MED,0.9405,2.5,3.0
969,HIV WITH EXTENSIVE O.R. PROCEDURES WITH MCC,HIV WITH EXTENSIVE O.R. PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,25,SURG,6.1213,11.7,15.9
970,HIV WITH EXTENSIVE O.R. PROCEDURES WITHOUT MCC,HIV WITH EXTENSIVE O.R. PROCEDURES WITHOUT MCC,True,active,2025-10-01T00:00:00Z,25,SURG,2.6374,7.5,9.4
974,HIV WITH MAJOR RELATED CONDITION WITH MCC,HIV WITH MAJOR RELATED CONDITION WITH MCC,True,active,2025-10-01T00:00:00Z,25,MED,2.8860,6.6,9.4
975,HIV WITH MAJOR RELATED CONDITION WITH CC,HIV WITH MAJOR RELATED CONDITION WITH CC,True,active,2025-10-01T00:00:00Z,25,MED,1.2950,3.9,5.1
976,HIV WITH MAJOR RELATED CONDITION WITHOUT CC/MCC,HIV WITH MAJOR RELATED CONDITION WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,25,MED,0.8945,3.0,3.8
977,HIV WITH OR WITHOUT OTHER RELATED CONDITION,HIV WITH OR WITHOUT OTHER RELATED CONDITION,True,active,2025-10-01T00:00:00Z,25,MED,1.2676,3.6,5.1
981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,True,active,2025-10-01T00:00:00Z,,SURG,4.6918,8.4,11.8
982,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,True,active,2025-10-01T00:00:00Z,,SURG,2.4585,4.0,5.6
983,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,,SURG,1.7140,2.0,2.6
987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,True,active,2025-10-01T00:00:00Z,,SURG,3.4284,7.8,11.1
988,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,True,active,2025-10-01T00:00:00Z,,SURG,1.6436,4.0,5.5
989,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,,SURG,1.1992,2.3,3.0
998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,True,active,2025-10-01T00:00:00Z,,**,,,
999,UNGROUPABLE,UNGROUPABLE,True,active,2025-10-01T00:00:00Z,,**,,,
