code,description_short,description_long,is_billable,status,valid_from,mdc,drg_type,weight,gmlos,amlos
164,MAJOR CHEST PROCEDURES WITH CC,MAJOR CHEST PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,04,SURG,2.5240,3.4,4.3
165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,04,SURG,1.9142,2.0,2.4
166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,04,SURG,3.7377,7.6,10.5
167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,04,SURG,1.8034,3.4,4.6
168,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,04,SURG,1.3664,1.8,2.2
173,ULTRASOUND ACCELERATED AND OTHER THROMBOLYSIS WITH PRINCIPAL DIAGNOSIS PULMONARY,ULTRASOUND ACCELERATED AND OTHER THROMBOLYSIS WITH PRINCIPAL DIAGNOSIS PULMONARY EMBOLISM,True,active,2025-10-01T00:00:00Z,04,SURG,2.9764,3.8,4.6
175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,True,active,2025-10-01T00:00:00Z,04,MED,1.3736,3.8,4.9
176,PULMONARY EMBOLISM WITHOUT MCC,PULMONARY EMBOLISM WITHOUT MCC,True,active,2025-10-01T00:00:00Z,04,MED,0.8050,2.4,3.0
177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,True,active,2025-10-01T00:00:00Z,04,MED,1.5627,4.4,5.7
178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,True,active,2025-10-01T00:00:00Z,04,MED,0.9760,3.1,3.9
179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,04,MED,0.7550,2.4,3.0
180,RESPIRATORY NEOPLASMS WITH MCC,RESPIRATORY NEOPLASMS WITH MCC,True,active,2025-10-01T00:00:00Z,04,MED,1.7660,4.8,6.5
181,RESPIRATORY NEOPLASMS WITH CC,RESPIRATORY NEOPLASMS WITH CC,True,active,2025-10-01T00:00:00Z,04,MED,1.0710,3.1,4.1
182,RESPIRATORY NEOPLASMS WITHOUT CC/MCC,RESPIRATORY NEOPLASMS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,04,MED,0.7440,2.2,2.8
183,MAJOR CHEST TRAUMA WITH MCC,MAJOR CHEST TRAUMA WITH MCC,True,active,2025-10-01T00:00:00Z,04,MED,1.5299,4.2,5.4
184,MAJOR CHEST TRAUMA WITH CC,MAJOR CHEST TRAUMA WITH CC,True,active,2025-10-01T00:00:00Z,04,MED,1.0641,3.1,3.7
185,MAJOR CHEST TRAUMA WITHOUT CC/MCC,MAJOR CHEST TRAUMA WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,04,MED,0.7865,2.3,2.7
186,PLEURAL EFFUSION WITH MCC,PLEURAL EFFUSION WITH MCC,True,active,2025-10-01T00:00:00Z,04,MED,1.5585,4.2,5.6
187,PLEURAL EFFUSION WITH CC,PLEURAL EFFUSION WITH CC,True,active,2025-10-01T00:00:00Z,04,MED,0.9891,3.0,3.8
188,PLEURAL EFFUSION WITHOUT CC/MCC,PLEURAL EFFUSION WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,04,MED,0.7172,2.1,2.6
189,PULMONARY EDEMA AND RESPIRATORY FAILURE,PULMONARY EDEMA AND RESPIRATORY FAILURE,True,active,2025-10-01T00:00:00Z,04,MED,1.2354,3.5,4.7
190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,True,active,2025-10-01T00:00:00Z,04,MED,1.1077,3.3,4.2
191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,True,active,2025-10-01T00:00:00Z,04,MED,0.8430,2.6,3.3
192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,04,MED,0.6420,2.1,2.5
193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,True,active,2025-10-01T00:00:00Z,04,MED,1.3144,3.9,4.9
194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,SIMPLE PNEUMONIA AND PLEURISY WITH CC,True,active,2025-10-01T00:00:00Z,04,MED,0.8059,2.8,3.4
195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,04,MED,0.6285,2.2,2.7
196,INTERSTITIAL LUNG DISEASE WITH MCC,INTERSTITIAL LUNG DISEASE WITH MCC,True,active,2025-10-01T00:00:00Z,04,MED,1.8872,4.8,6.5
197,INTERSTITIAL LUNG DISEASE WITH CC,INTERSTITIAL LUNG DISEASE WITH CC,True,active,2025-10-01T00:00:00Z,04,MED,0.9491,2.9,3.6
198,INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC,INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,04,MED,0.7162,2.2,2.7
199,PNEUMOTHORAX WITH MCC,PNEUMOTHORAX WITH MCC,True,active,2025-10-01T00:00:00Z,04,MED,1.7641,4.8,6.3
200,PNEUMOTHORAX WITH CC,PNEUMOTHORAX WITH CC,True,active,2025-10-01T00:00:00Z,04,MED,1.0993,3.1,3.9
201,PNEUMOTHORAX WITHOUT CC/MCC,PNEUMOTHORAX WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,04,MED,0.7151,2.3,2.8
202,BRONCHITIS AND ASTHMA WITH CC/MCC,BRONCHITIS AND ASTHMA WITH CC/MCC,True,active,2025-10-01T00:00:00Z,04,MED,0.9712,2.9,3.6
203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,04,MED,0.6700,2.2,2.6
204,RESPIRATORY SIGNS AND SYMPTOMS,RESPIRATORY SIGNS AND SYMPTOMS,True,active,2025-10-01T00:00:00Z,04,MED,0.8074,2.1,2.7
205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,True,active,2025-10-01T00:00:00Z,04,MED,1.8310,4.4,6.0
206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,True,active,2025-10-01T00:00:00Z,04,MED,0.9411,2.4,3.1
207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,True,active,2025-10-01T00:00:00Z,04,MED,6.4347,12.5,15.1
208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,True,active,2025-10-01T00:00:00Z,04,MED,2.7487,4.9,7.1
209,COMPLEX AORTIC ARCH PROCEDURES,COMPLEX AORTIC ARCH PROCEDURES,True,active,2025-10-01T00:00:00Z,05,SURG,11.3188,6.7,10.6
212,CONCOMITANT AORTIC AND MITRAL VALVE PROCEDURES,CONCOMITANT AORTIC AND MITRAL VALVE PROCEDURES,True,active,2025-10-01T00:00:00Z,05,SURG,10.8741,12.5,15.5
213,ENDOVASCULAR ABDOMINAL AORTA WITH ILIAC BRANCH PROCEDURES,ENDOVASCULAR ABDOMINAL AORTA WITH ILIAC BRANCH PROCEDURES,True,active,2025-10-01T00:00:00Z,05,SURG,5.7069,1.7,2.9
215,OTHER HEART ASSIST SYSTEM IMPLANT,OTHER HEART ASSIST SYSTEM IMPLANT,True,active,2025-10-01T00:00:00Z,05,SURG,9.9570,4.7,8.1
216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZA,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,9.7828,10.6,13.6
217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZA,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITH CC,True,active,2025-10-01T00:00:00Z,05,SURG,6.5753,4.3,6.2
218,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZA,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,05,SURG,6.5753,4.3,6.2
219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETER,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,7.6783,8.2,10.0
220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETER,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC,True,active,2025-10-01T00:00:00Z,05,SURG,5.3328,5.4,6.1
221,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETER,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,05,SURG,5.0402,2.9,3.6
228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,4.9474,6.1,8.5
229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,SURG,3.1495,2.4,3.2
231,CORONARY BYPASS WITH PTCA WITH MCC,CORONARY BYPASS WITH PTCA WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,8.4299,10.4,12.0
232,CORONARY BYPASS WITH PTCA WITHOUT MCC,CORONARY BYPASS WITH PTCA WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,SURG,6.0626,7.5,8.6
233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,7.6452,11.0,12.3
234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,SURG,5.4627,8.2,8.8
235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,5.8686,8.0,9.1
236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,SURG,4.1888,5.8,6.2
239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,4.9217,11.1,13.8
240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,True,active,2025-10-01T00:00:00Z,05,SURG,2.8505,7.3,8.8
241,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,05,SURG,1.3844,4.0,4.8
242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,3.1928,4.8,6.2
243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,True,active,2025-10-01T00:00:00Z,05,SURG,2.1309,2.8,3.5
244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,05,SURG,1.8075,2.1,2.5
245,AICD GENERATOR PROCEDURES,AICD GENERATOR PROCEDURES,True,active,2025-10-01T00:00:00Z,05,SURG,4.5624,4.1,6.2
250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT INTRALUMINAL DEVICE WITH MCC,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT INTRALUMINAL DEVICE WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,2.1825,3.1,4.3
251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT INTRALUMINAL DEVICE WITHOUT MCC,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT INTRALUMINAL DEVICE WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,SURG,1.4945,2.0,2.4
252,OTHER VASCULAR PROCEDURES WITH MCC,OTHER VASCULAR PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,3.4883,5.3,7.8
253,OTHER VASCULAR PROCEDURES WITH CC,OTHER VASCULAR PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,05,SURG,2.5956,3.7,5.1
254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,05,SURG,1.7817,1.8,2.2
255,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,2.6974,6.8,8.6
256,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,True,active,2025-10-01T00:00:00Z,05,SURG,1.6979,5.0,6.1
257,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITHOUT CC/MCC,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,05,SURG,1.0922,3.1,3.8
258,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,3.1421,5.4,7.2
259,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,SURG,2.0221,2.4,2.8
260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,3.2528,5.5,7.7
261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,True,active,2025-10-01T00:00:00Z,05,SURG,1.8905,2.8,3.6
262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,05,SURG,1.6299,2.1,2.4
263,VEIN LIGATION AND STRIPPING,VEIN LIGATION AND STRIPPING,True,active,2025-10-01T00:00:00Z,05,SURG,3.0574,4.7,6.8
264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,True,active,2025-10-01T00:00:00Z,05,SURG,3.3406,6.7,9.7
265,AICD LEAD PROCEDURES,AICD LEAD PROCEDURES,True,active,2025-10-01T00:00:00Z,05,SURG,3.6182,4.4,6.3
266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,6.1284,2.5,4.5
267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,SURG,4.7608,1.3,1.5
268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,6.8779,6.1,9.2
269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,SURG,4.2232,1.5,2.0
270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,5.2763,6.3,9.3
271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,05,SURG,3.5563,3.7,5.0
272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,05,SURG,2.5530,1.7,2.2
273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,4.1255,3.7,5.6
274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,SURG,3.2917,1.2,1.4
275,CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION AND MCC,CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION AND MCC,True,active,2025-10-01T00:00:00Z,05,SURG,7.1304,8.3,10.3
276,CARDIAC DEFIBRILLATOR IMPLANT WITH MCC OR CAROTID SINUS NEUROSTIMULATOR,CARDIAC DEFIBRILLATOR IMPLANT WITH MCC OR CAROTID SINUS NEUROSTIMULATOR,True,active,2025-10-01T00:00:00Z,05,SURG,6.0066,6.2,8.1
277,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT MCC,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,SURG,4.6185,3.3,4.1
278,ULTRASOUND ACCELERATED AND OTHER THROMBOLYSIS OF PERIPHERAL VASCULAR STRUCTURES ,ULTRASOUND ACCELERATED AND OTHER THROMBOLYSIS OF PERIPHERAL VASCULAR STRUCTURES WITH MCC,True,active,2025-10-01T00:00:00Z,05,SURG,5.5662,7.2,10.4
279,ULTRASOUND ACCELERATED AND OTHER THROMBOLYSIS OF PERIPHERAL VASCULAR STRUCTURES ,ULTRASOUND ACCELERATED AND OTHER THROMBOLYSIS OF PERIPHERAL VASCULAR STRUCTURES WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,SURG,3.6064,3.5,5.0
280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC","ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",True,active,2025-10-01T00:00:00Z,05,MED,1.6041,4.1,5.3
281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC","ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",True,active,2025-10-01T00:00:00Z,05,MED,0.9191,2.3,2.9
282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC","ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,05,MED,0.7231,1.7,2.0
283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC","ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",True,active,2025-10-01T00:00:00Z,05,MED,1.9808,3.2,5.3
284,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC","ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",True,active,2025-10-01T00:00:00Z,05,MED,0.6922,1.5,2.0
285,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC","ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,05,MED,0.5989,1.1,1.3
286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC","CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",True,active,2025-10-01T00:00:00Z,05,MED,2.2128,5.4,7.2
287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC","CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",True,active,2025-10-01T00:00:00Z,05,MED,1.0701,2.1,2.7
288,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,True,active,2025-10-01T00:00:00Z,05,MED,2.7062,7.5,9.7
289,ACUTE AND SUBACUTE ENDOCARDITIS WITH CC,ACUTE AND SUBACUTE ENDOCARDITIS WITH CC,True,active,2025-10-01T00:00:00Z,05,MED,1.7069,5.2,6.4
290,ACUTE AND SUBACUTE ENDOCARDITIS WITHOUT CC/MCC,ACUTE AND SUBACUTE ENDOCARDITIS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,05,MED,0.9297,2.9,3.5
291,HEART FAILURE AND SHOCK WITH MCC,HEART FAILURE AND SHOCK WITH MCC,True,active,2025-10-01T00:00:00Z,05,MED,1.2838,3.8,5.0
292,HEART FAILURE AND SHOCK WITH CC,HEART FAILURE AND SHOCK WITH CC,True,active,2025-10-01T00:00:00Z,05,MED,0.8490,2.9,3.7
293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,HEART FAILURE AND SHOCK WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,05,MED,0.5660,2.1,2.5
296,"CARDIAC ARREST, UNEXPLAINED WITH MCC","CARDIAC ARREST, UNEXPLAINED WITH MCC",True,active,2025-10-01T00:00:00Z,05,MED,1.5619,2.0,3.2
297,"CARDIAC ARREST, UNEXPLAINED WITH CC","CARDIAC ARREST, UNEXPLAINED WITH CC",True,active,2025-10-01T00:00:00Z,05,MED,0.6235,1.3,1.7
298,"CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC","CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,05,MED,0.4551,1.1,1.2
299,PERIPHERAL VASCULAR DISORDERS WITH MCC,PERIPHERAL VASCULAR DISORDERS WITH MCC,True,active,2025-10-01T00:00:00Z,05,MED,1.6327,3.9,5.5
300,PERIPHERAL VASCULAR DISORDERS WITH CC,PERIPHERAL VASCULAR DISORDERS WITH CC,True,active,2025-10-01T00:00:00Z,05,MED,1.0675,3.1,3.9
301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,05,MED,0.7197,2.0,2.5
302,ATHEROSCLEROSIS WITH MCC,ATHEROSCLEROSIS WITH MCC,True,active,2025-10-01T00:00:00Z,05,MED,1.1966,2.9,4.0
303,ATHEROSCLEROSIS WITHOUT MCC,ATHEROSCLEROSIS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,MED,0.6732,1.8,2.3
304,HYPERTENSION WITH MCC,HYPERTENSION WITH MCC,True,active,2025-10-01T00:00:00Z,05,MED,1.1900,3.1,4.1
305,HYPERTENSION WITHOUT MCC,HYPERTENSION WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,MED,0.7551,2.1,2.6
306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,True,active,2025-10-01T00:00:00Z,05,MED,1.5758,3.8,5.2
307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,05,MED,0.9132,2.2,2.8
308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,True,active,2025-10-01T00:00:00Z,05,MED,1.2040,3.4,4.5
309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,True,active,2025-10-01T00:00:00Z,05,MED,0.7357,2.3,2.8
310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,05,MED,0.5661,1.8,2.1
311,ANGINA PECTORIS,ANGINA PECTORIS,True,active,2025-10-01T00:00:00Z,05,MED,0.7019,1.9,2.4
