parent_code,child_code,relationship
S25,S25.0,is-a
S25,S25.1,is-a
S25,S25.2,is-a
S25,S25.3,is-a
S25,S25.4,is-a
S25,S25.5,is-a
S25,S25.8,is-a
S25,S25.9,is-a
S25.0,S25.00,is-a
S25.0,S25.01,is-a
S25.0,S25.02,is-a
S25.0,S25.09,is-a
S25.1,S25.10,is-a
S25.1,S25.11,is-a
S25.1,S25.12,is-a
S25.1,S25.19,is-a
S25.10,S25.101,is-a
S25.10,S25.102,is-a
S25.10,S25.109,is-a
S25.101,S25.101A,is-a
S25.101,S25.101D,is-a
S25.101,S25.101S,is-a
S25.102,S25.102A,is-a
S25.102,S25.102D,is-a
S25.102,S25.102S,is-a
S25.109,S25.109A,is-a
S25.109,S25.109D,is-a
S25.109,S25.109S,is-a
S25.11,S25.111,is-a
S25.11,S25.112,is-a
S25.11,S25.119,is-a
S25.111,S25.111A,is-a
S25.111,S25.111D,is-a
S25.111,S25.111S,is-a
S25.112,S25.112A,is-a
S25.112,S25.112D,is-a
S25.112,S25.112S,is-a
S25.119,S25.119A,is-a
S25.119,S25.119D,is-a
S25.119,S25.119S,is-a
S25.12,S25.121,is-a
S25.12,S25.122,is-a
S25.12,S25.129,is-a
S25.121,S25.121A,is-a
S25.121,S25.121D,is-a
S25.121,S25.121S,is-a
S25.122,S25.122A,is-a
S25.122,S25.122D,is-a
S25.122,S25.122S,is-a
S25.129,S25.129A,is-a
S25.129,S25.129D,is-a
S25.129,S25.129S,is-a
S25.19,S25.191,is-a
S25.19,S25.192,is-a
S25.19,S25.199,is-a
S25.191,S25.191A,is-a
S25.191,S25.191D,is-a
S25.191,S25.191S,is-a
S25.192,S25.192A,is-a
S25.192,S25.192D,is-a
S25.192,S25.192S,is-a
S25.199,S25.199A,is-a
S25.199,S25.199D,is-a
S25.199,S25.199S,is-a
S25.2,S25.20,is-a
S25.2,S25.21,is-a
S25.2,S25.22,is-a
S25.2,S25.29,is-a
S25.3,S25.30,is-a
S25.3,S25.31,is-a
S25.3,S25.32,is-a
S25.3,S25.39,is-a
S25.30,S25.301,is-a
S25.30,S25.302,is-a
S25.30,S25.309,is-a
S25.301,S25.301A,is-a
S25.301,S25.301D,is-a
S25.301,S25.301S,is-a
S25.302,S25.302A,is-a
S25.302,S25.302D,is-a
S25.302,S25.302S,is-a
S25.309,S25.309A,is-a
S25.309,S25.309D,is-a
S25.309,S25.309S,is-a
S25.31,S25.311,is-a
S25.31,S25.312,is-a
S25.31,S25.319,is-a
S25.311,S25.311A,is-a
S25.311,S25.311D,is-a
S25.311,S25.311S,is-a
S25.312,S25.312A,is-a
S25.312,S25.312D,is-a
S25.312,S25.312S,is-a
S25.319,S25.319A,is-a
S25.319,S25.319D,is-a
S25.319,S25.319S,is-a
S25.32,S25.321,is-a
S25.32,S25.322,is-a
S25.32,S25.329,is-a
S25.321,S25.321A,is-a
S25.321,S25.321D,is-a
S25.321,S25.321S,is-a
S25.322,S25.322A,is-a
S25.322,S25.322D,is-a
S25.322,S25.322S,is-a
S25.329,S25.329A,is-a
S25.329,S25.329D,is-a
S25.329,S25.329S,is-a
S25.39,S25.391,is-a
S25.39,S25.392,is-a
S25.39,S25.399,is-a
S25.391,S25.391A,is-a
S25.391,S25.391D,is-a
S25.391,S25.391S,is-a
S25.392,S25.392A,is-a
S25.392,S25.392D,is-a
S25.392,S25.392S,is-a
S25.399,S25.399A,is-a
S25.399,S25.399D,is-a
S25.399,S25.399S,is-a
S25.4,S25.40,is-a
S25.4,S25.41,is-a
S25.4,S25.42,is-a
S25.4,S25.49,is-a
S25.40,S25.401,is-a
S25.40,S25.402,is-a
S25.40,S25.409,is-a
S25.401,S25.401A,is-a
S25.401,S25.401D,is-a
S25.401,S25.401S,is-a
S25.402,S25.402A,is-a
S25.402,S25.402D,is-a
S25.402,S25.402S,is-a
S25.409,S25.409A,is-a
S25.409,S25.409D,is-a
S25.409,S25.409S,is-a
S25.41,S25.411,is-a
S25.41,S25.412,is-a
S25.41,S25.419,is-a
S25.411,S25.411A,is-a
S25.411,S25.411D,is-a
S25.411,S25.411S,is-a
S25.412,S25.412A,is-a
S25.412,S25.412D,is-a
S25.412,S25.412S,is-a
S25.419,S25.419A,is-a
S25.419,S25.419D,is-a
S25.419,S25.419S,is-a
S25.42,S25.421,is-a
S25.42,S25.422,is-a
S25.42,S25.429,is-a
S25.421,S25.421A,is-a
S25.421,S25.421D,is-a
S25.421,S25.421S,is-a
S25.422,S25.422A,is-a
S25.422,S25.422D,is-a
S25.422,S25.422S,is-a
S25.429,S25.429A,is-a
S25.429,S25.429D,is-a
S25.429,S25.429S,is-a
S25.49,S25.491,is-a
S25.49,S25.492,is-a
S25.49,S25.499,is-a
S25.491,S25.491A,is-a
S25.491,S25.491D,is-a
S25.491,S25.491S,is-a
S25.492,S25.492A,is-a
S25.492,S25.492D,is-a
S25.492,S25.492S,is-a
S25.499,S25.499A,is-a
S25.499,S25.499D,is-a
S25.499,S25.499S,is-a
S25.5,S25.50,is-a
S25.5,S25.51,is-a
S25.5,S25.59,is-a
S25.50,S25.501,is-a
S25.50,S25.502,is-a
S25.50,S25.509,is-a
S25.501,S25.501A,is-a
S25.501,S25.501D,is-a
S25.501,S25.501S,is-a
S25.502,S25.502A,is-a
S25.502,S25.502D,is-a
S25.502,S25.502S,is-a
S25.509,S25.509A,is-a
S25.509,S25.509D,is-a
S25.509,S25.509S,is-a
S25.51,S25.511,is-a
S25.51,S25.512,is-a
S25.51,S25.519,is-a
S25.511,S25.511A,is-a
S25.511,S25.511D,is-a
S25.511,S25.511S,is-a
S25.512,S25.512A,is-a
S25.512,S25.512D,is-a
S25.512,S25.512S,is-a
S25.519,S25.519A,is-a
S25.519,S25.519D,is-a
S25.519,S25.519S,is-a
S25.59,S25.591,is-a
S25.59,S25.592,is-a
S25.59,S25.599,is-a
S25.591,S25.591A,is-a
S25.591,S25.591D,is-a
S25.591,S25.591S,is-a
S25.592,S25.592A,is-a
S25.592,S25.592D,is-a
S25.592,S25.592S,is-a
S25.599,S25.599A,is-a
S25.599,S25.599D,is-a
S25.599,S25.599S,is-a
S25.8,S25.80,is-a
S25.8,S25.81,is-a
S25.8,S25.89,is-a
S25.80,S25.801,is-a
S25.80,S25.802,is-a
S25.80,S25.809,is-a
S25.801,S25.801A,is-a
S25.801,S25.801D,is-a
S25.801,S25.801S,is-a
S25.802,S25.802A,is-a
S25.802,S25.802D,is-a
S25.802,S25.802S,is-a
S25.809,S25.809A,is-a
S25.809,S25.809D,is-a
S25.809,S25.809S,is-a
S25.81,S25.811,is-a
S25.81,S25.812,is-a
S25.81,S25.819,is-a
S25.811,S25.811A,is-a
S25.811,S25.811D,is-a
S25.811,S25.811S,is-a
S25.812,S25.812A,is-a
S25.812,S25.812D,is-a
S25.812,S25.812S,is-a
S25.819,S25.819A,is-a
S25.819,S25.819D,is-a
S25.819,S25.819S,is-a
S25.89,S25.891,is-a
S25.89,S25.892,is-a
S25.89,S25.899,is-a
S25.891,S25.891A,is-a
S25.891,S25.891D,is-a
S25.891,S25.891S,is-a
S25.892,S25.892A,is-a
S25.892,S25.892D,is-a
S25.892,S25.892S,is-a
S25.899,S25.899A,is-a
S25.899,S25.899D,is-a
S25.899,S25.899S,is-a
S25.9,S25.90,is-a
S25.9,S25.91,is-a
S25.9,S25.99,is-a
S26,S26.0,is-a
S26,S26.1,is-a
S26,S26.9,is-a
S26.0,S26.00,is-a
S26.0,S26.01,is-a
S26.0,S26.02,is-a
S26.0,S26.09,is-a
S26.02,S26.020,is-a
S26.02,S26.021,is-a
S26.02,S26.022,is-a
S26.020,S26.020A,is-a
S26.020,S26.020D,is-a
S26.020,S26.020S,is-a
S26.021,S26.021A,is-a
S26.021,S26.021D,is-a
S26.021,S26.021S,is-a
S26.022,S26.022A,is-a
S26.022,S26.022D,is-a
S26.022,S26.022S,is-a
S26.1,S26.10,is-a
S26.1,S26.11,is-a
S26.1,S26.12,is-a
S26.1,S26.19,is-a
S26.9,S26.90,is-a
S26.9,S26.91,is-a
S26.9,S26.92,is-a
S26.9,S26.99,is-a
S27,S27.0,is-a
S27,S27.1,is-a
S27,S27.2,is-a
S27,S27.3,is-a
S27,S27.4,is-a
S27,S27.5,is-a
S27,S27.6,is-a
S27,S27.8,is-a
S27,S27.9,is-a
S27.3,S27.30,is-a
S27.3,S27.31,is-a
S27.3,S27.32,is-a
S27.3,S27.33,is-a
S27.3,S27.39,is-a
S27.30,S27.301,is-a
S27.30,S27.302,is-a
S27.30,S27.309,is-a
S27.301,S27.301A,is-a
S27.301,S27.301D,is-a
S27.301,S27.301S,is-a
S27.302,S27.302A,is-a
S27.302,S27.302D,is-a
S27.302,S27.302S,is-a
S27.309,S27.309A,is-a
S27.309,S27.309D,is-a
S27.309,S27.309S,is-a
S27.31,S27.311,is-a
S27.31,S27.312,is-a
S27.31,S27.319,is-a
S27.311,S27.311A,is-a
S27.311,S27.311D,is-a
S27.311,S27.311S,is-a
S27.312,S27.312A,is-a
S27.312,S27.312D,is-a
S27.312,S27.312S,is-a
S27.319,S27.319A,is-a
S27.319,S27.319D,is-a
S27.319,S27.319S,is-a
S27.32,S27.321,is-a
S27.32,S27.322,is-a
S27.32,S27.329,is-a
S27.321,S27.321A,is-a
S27.321,S27.321D,is-a
S27.321,S27.321S,is-a
S27.322,S27.322A,is-a
S27.322,S27.322D,is-a
S27.322,S27.322S,is-a
S27.329,S27.329A,is-a
S27.329,S27.329D,is-a
S27.329,S27.329S,is-a
S27.33,S27.331,is-a
S27.33,S27.332,is-a
S27.33,S27.339,is-a
S27.331,S27.331A,is-a
S27.331,S27.331D,is-a
S27.331,S27.331S,is-a
S27.332,S27.332A,is-a
S27.332,S27.332D,is-a
S27.332,S27.332S,is-a
S27.339,S27.339A,is-a
S27.339,S27.339D,is-a
S27.339,S27.339S,is-a
S27.39,S27.391,is-a
S27.39,S27.392,is-a
S27.39,S27.399,is-a
S27.391,S27.391A,is-a
S27.391,S27.391D,is-a
S27.391,S27.391S,is-a
S27.392,S27.392A,is-a
S27.392,S27.392D,is-a
S27.392,S27.392S,is-a
S27.399,S27.399A,is-a
S27.399,S27.399D,is-a
S27.399,S27.399S,is-a
S27.4,S27.40,is-a
S27.4,S27.41,is-a
S27.4,S27.42,is-a
S27.4,S27.43,is-a
S27.4,S27.49,is-a
S27.40,S27.401,is-a
S27.40,S27.402,is-a
S27.40,S27.409,is-a
S27.401,S27.401A,is-a
S27.401,S27.401D,is-a
S27.401,S27.401S,is-a
S27.402,S27.402A,is-a
S27.402,S27.402D,is-a
S27.402,S27.402S,is-a
S27.409,S27.409A,is-a
S27.409,S27.409D,is-a
S27.409,S27.409S,is-a
S27.41,S27.411,is-a
S27.41,S27.412,is-a
S27.41,S27.419,is-a
S27.411,S27.411A,is-a
S27.411,S27.411D,is-a
S27.411,S27.411S,is-a
S27.412,S27.412A,is-a
S27.412,S27.412D,is-a
S27.412,S27.412S,is-a
S27.419,S27.419A,is-a
S27.419,S27.419D,is-a
S27.419,S27.419S,is-a
S27.42,S27.421,is-a
S27.42,S27.422,is-a
S27.42,S27.429,is-a
S27.421,S27.421A,is-a
S27.421,S27.421D,is-a
S27.421,S27.421S,is-a
S27.422,S27.422A,is-a
S27.422,S27.422D,is-a
S27.422,S27.422S,is-a
S27.429,S27.429A,is-a
S27.429,S27.429D,is-a
S27.429,S27.429S,is-a
S27.43,S27.431,is-a
S27.43,S27.432,is-a
S27.43,S27.439,is-a
S27.431,S27.431A,is-a
S27.431,S27.431D,is-a
S27.431,S27.431S,is-a
S27.432,S27.432A,is-a
S27.432,S27.432D,is-a
S27.432,S27.432S,is-a
S27.439,S27.439A,is-a
S27.439,S27.439D,is-a
S27.439,S27.439S,is-a
S27.49,S27.491,is-a
S27.49,S27.492,is-a
S27.49,S27.499,is-a
S27.491,S27.491A,is-a
S27.491,S27.491D,is-a
S27.491,S27.491S,is-a
S27.492,S27.492A,is-a
S27.492,S27.492D,is-a
S27.492,S27.492S,is-a
S27.499,S27.499A,is-a
S27.499,S27.499D,is-a
S27.499,S27.499S,is-a
S27.5,S27.50,is-a
S27.5,S27.51,is-a
S27.5,S27.52,is-a
S27.5,S27.53,is-a
S27.5,S27.59,is-a
S27.6,S27.60,is-a
S27.6,S27.63,is-a
S27.6,S27.69,is-a
S27.8,S27.80,is-a
S27.8,S27.81,is-a
S27.8,S27.89,is-a
S27.80,S27.802,is-a
S27.80,S27.803,is-a
S27.80,S27.808,is-a
S27.80,S27.809,is-a
S27.802,S27.802A,is-a
S27.802,S27.802D,is-a
S27.802,S27.802S,is-a
S27.803,S27.803A,is-a
S27.803,S27.803D,is-a
S27.803,S27.803S,is-a
S27.808,S27.808A,is-a
S27.808,S27.808D,is-a
S27.808,S27.808S,is-a
S27.809,S27.809A,is-a
S27.809,S27.809D,is-a
S27.809,S27.809S,is-a
S27.81,S27.812,is-a
S27.81,S27.813,is-a
S27.81,S27.818,is-a
S27.81,S27.819,is-a
S27.812,S27.812A,is-a
S27.812,S27.812D,is-a
S27.812,S27.812S,is-a
S27.813,S27.813A,is-a
S27.813,S27.813D,is-a
S27.813,S27.813S,is-a
S27.818,S27.818A,is-a
S27.818,S27.818D,is-a
S27.818,S27.818S,is-a
S27.819,S27.819A,is-a
S27.819,S27.819D,is-a
S27.819,S27.819S,is-a
S27.89,S27.892,is-a
S27.89,S27.893,is-a
S27.89,S27.898,is-a
S27.89,S27.899,is-a
S27.892,S27.892A,is-a
S27.892,S27.892D,is-a
S27.892,S27.892S,is-a
S27.893,S27.893A,is-a
S27.893,S27.893D,is-a
S27.893,S27.893S,is-a
S27.898,S27.898A,is-a
S27.898,S27.898D,is-a
S27.898,S27.898S,is-a
S27.899,S27.899A,is-a
S27.899,S27.899D,is-a
S27.899,S27.899S,is-a
S28,S28.0,is-a
S28,S28.1,is-a
S28,S28.2,is-a
S28.2,S28.21,is-a
S28.2,S28.22,is-a
S28.21,S28.211,is-a
S28.21,S28.212,is-a
S28.21,S28.219,is-a
S28.211,S28.211A,is-a
S28.211,S28.211D,is-a
S28.211,S28.211S,is-a
S28.212,S28.212A,is-a
S28.212,S28.212D,is-a
S28.212,S28.212S,is-a
S28.219,S28.219A,is-a
S28.219,S28.219D,is-a
S28.219,S28.219S,is-a
S28.22,S28.221,is-a
S28.22,S28.222,is-a
S28.22,S28.229,is-a
S28.221,S28.221A,is-a
S28.221,S28.221D,is-a
S28.221,S28.221S,is-a
S28.222,S28.222A,is-a
S28.222,S28.222D,is-a
S28.222,S28.222S,is-a
S28.229,S28.229A,is-a
S28.229,S28.229D,is-a
S28.229,S28.229S,is-a
S29,S29.0,is-a
S29,S29.8,is-a
S29,S29.9,is-a
S29.0,S29.00,is-a
S29.0,S29.01,is-a
S29.0,S29.02,is-a
S29.0,S29.09,is-a
S29.00,S29.001,is-a
S29.00,S29.002,is-a
S29.00,S29.009,is-a
S29.001,S29.001A,is-a
S29.001,S29.001D,is-a
S29.001,S29.001S,is-a
S29.002,S29.002A,is-a
S29.002,S29.002D,is-a
S29.002,S29.002S,is-a
S29.009,S29.009A,is-a
S29.009,S29.009D,is-a
S29.009,S29.009S,is-a
S29.01,S29.011,is-a
S29.01,S29.012,is-a
S29.01,S29.019,is-a
S29.011,S29.011A,is-a
S29.011,S29.011D,is-a
S29.011,S29.011S,is-a
S29.012,S29.012A,is-a
S29.012,S29.012D,is-a
S29.012,S29.012S,is-a
S29.019,S29.019A,is-a
S29.019,S29.019D,is-a
S29.019,S29.019S,is-a
S29.02,S29.021,is-a
S29.02,S29.022,is-a
S29.02,S29.029,is-a
S29.021,S29.021A,is-a
S29.021,S29.021D,is-a
S29.021,S29.021S,is-a
S29.022,S29.022A,is-a
S29.022,S29.022D,is-a
S29.022,S29.022S,is-a
S29.029,S29.029A,is-a
S29.029,S29.029D,is-a
S29.029,S29.029S,is-a
S29.09,S29.091,is-a
S29.09,S29.092,is-a
S29.09,S29.099,is-a
S29.091,S29.091A,is-a
S29.091,S29.091D,is-a
S29.091,S29.091S,is-a
S29.092,S29.092A,is-a
S29.092,S29.092D,is-a
S29.092,S29.092S,is-a
S29.099,S29.099A,is-a
S29.099,S29.099D,is-a
S29.099,S29.099S,is-a
S30,S30.0,is-a
S30,S30.1,is-a
S30,S30.2,is-a
S30,S30.3,is-a
S30,S30.8,is-a
S30,S30.9,is-a
S30.1,S30.11,is-a
S30.1,S30.12,is-a
S30.1,S30.13,is-a
S30.2,S30.20,is-a
S30.2,S30.21,is-a
S30.2,S30.22,is-a
S30.2,S30.23,is-a
S30.20,S30.201,is-a
S30.20,S30.202,is-a
S30.201,S30.201A,is-a
S30.201,S30.201D,is-a
S30.201,S30.201S,is-a
S30.202,S30.202A,is-a
S30.202,S30.202D,is-a
S30.202,S30.202S,is-a
S30.8,S30.81,is-a
S30.8,S30.82,is-a
S30.8,S30.84,is-a
S30.8,S30.85,is-a
S30.8,S30.86,is-a
S30.8,S30.87,is-a
S30.81,S30.810,is-a
S30.81,S30.811,is-a
S30.81,S30.812,is-a
S30.81,S30.813,is-a
S30.81,S30.814,is-a
S30.81,S30.815,is-a
S30.81,S30.816,is-a
S30.81,S30.817,is-a
S30.81,S30.81A,is-a
S30.810,S30.810A,is-a
S30.810,S30.810D,is-a
S30.810,S30.810S,is-a
S30.811,S30.811A,is-a
S30.811,S30.811D,is-a
S30.811,S30.811S,is-a
S30.812,S30.812A,is-a
S30.812,S30.812D,is-a
S30.812,S30.812S,is-a
S30.813,S30.813A,is-a
S30.813,S30.813D,is-a
S30.813,S30.813S,is-a
S30.814,S30.814A,is-a
S30.814,S30.814D,is-a
S30.814,S30.814S,is-a
S30.815,S30.815A,is-a
S30.815,S30.815D,is-a
S30.815,S30.815S,is-a
S30.816,S30.816A,is-a
S30.816,S30.816D,is-a
S30.816,S30.816S,is-a
S30.817,S30.817A,is-a
S30.817,S30.817D,is-a
S30.817,S30.817S,is-a
S30.81A,S30.81AA,is-a
S30.81A,S30.81AD,is-a
S30.81A,S30.81AS,is-a
S30.82,S30.820,is-a
S30.82,S30.821,is-a
S30.82,S30.822,is-a
S30.82,S30.823,is-a
S30.82,S30.824,is-a
S30.82,S30.825,is-a
S30.82,S30.826,is-a
S30.82,S30.827,is-a
S30.82,S30.82A,is-a
S30.820,S30.820A,is-a
S30.820,S30.820D,is-a
S30.820,S30.820S,is-a
S30.821,S30.821A,is-a
S30.821,S30.821D,is-a
S30.821,S30.821S,is-a
S30.822,S30.822A,is-a
S30.822,S30.822D,is-a
S30.822,S30.822S,is-a
S30.823,S30.823A,is-a
S30.823,S30.823D,is-a
S30.823,S30.823S,is-a
S30.824,S30.824A,is-a
S30.824,S30.824D,is-a
S30.824,S30.824S,is-a
S30.825,S30.825A,is-a
S30.825,S30.825D,is-a
S30.825,S30.825S,is-a
S30.826,S30.826A,is-a
S30.826,S30.826D,is-a
S30.826,S30.826S,is-a
S30.827,S30.827A,is-a
S30.827,S30.827D,is-a
S30.827,S30.827S,is-a
S30.82A,S30.82AA,is-a
S30.82A,S30.82AD,is-a
S30.82A,S30.82AS,is-a
S30.84,S30.840,is-a
S30.84,S30.841,is-a
S30.84,S30.842,is-a
S30.84,S30.843,is-a
S30.84,S30.844,is-a
S30.84,S30.845,is-a
S30.84,S30.846,is-a
S30.84,S30.84A,is-a
S30.840,S30.840A,is-a
S30.840,S30.840D,is-a
S30.840,S30.840S,is-a
S30.841,S30.841A,is-a
S30.841,S30.841D,is-a
S30.841,S30.841S,is-a
S30.842,S30.842A,is-a
S30.842,S30.842D,is-a
S30.842,S30.842S,is-a
S30.843,S30.843A,is-a
S30.843,S30.843D,is-a
S30.843,S30.843S,is-a
S30.844,S30.844A,is-a
S30.844,S30.844D,is-a
S30.844,S30.844S,is-a
S30.845,S30.845A,is-a
S30.845,S30.845D,is-a
S30.845,S30.845S,is-a
S30.846,S30.846A,is-a
S30.846,S30.846D,is-a
S30.846,S30.846S,is-a
S30.84A,S30.84AA,is-a
S30.84A,S30.84AD,is-a
S30.84A,S30.84AS,is-a
S30.85,S30.850,is-a
S30.85,S30.851,is-a
S30.85,S30.852,is-a
S30.85,S30.853,is-a
S30.85,S30.854,is-a
S30.85,S30.855,is-a
S30.85,S30.856,is-a
S30.85,S30.857,is-a
S30.85,S30.85A,is-a
S30.850,S30.850A,is-a
S30.850,S30.850D,is-a
S30.850,S30.850S,is-a
S30.851,S30.851A,is-a
S30.851,S30.851D,is-a
S30.851,S30.851S,is-a
S30.852,S30.852A,is-a
S30.852,S30.852D,is-a
S30.852,S30.852S,is-a
S30.853,S30.853A,is-a
S30.853,S30.853D,is-a
S30.853,S30.853S,is-a
S30.854,S30.854A,is-a
S30.854,S30.854D,is-a
S30.854,S30.854S,is-a
S30.855,S30.855A,is-a
S30.855,S30.855D,is-a
S30.855,S30.855S,is-a
S30.856,S30.856A,is-a
S30.856,S30.856D,is-a
S30.856,S30.856S,is-a
S30.857,S30.857A,is-a
S30.857,S30.857D,is-a
S30.857,S30.857S,is-a
S30.85A,S30.85AA,is-a
S30.85A,S30.85AD,is-a
S30.85A,S30.85AS,is-a
S30.86,S30.860,is-a
S30.86,S30.861,is-a
S30.86,S30.862,is-a
S30.86,S30.863,is-a
S30.86,S30.864,is-a
S30.86,S30.865,is-a
S30.86,S30.866,is-a
S30.86,S30.867,is-a
S30.86,S30.86A,is-a
S30.860,S30.860A,is-a
S30.860,S30.860D,is-a
S30.860,S30.860S,is-a
S30.861,S30.861A,is-a
S30.861,S30.861D,is-a
S30.861,S30.861S,is-a
S30.862,S30.862A,is-a
S30.862,S30.862D,is-a
S30.862,S30.862S,is-a
S30.863,S30.863A,is-a
S30.863,S30.863D,is-a
S30.863,S30.863S,is-a
S30.864,S30.864A,is-a
S30.864,S30.864D,is-a
S30.864,S30.864S,is-a
S30.865,S30.865A,is-a
S30.865,S30.865D,is-a
S30.865,S30.865S,is-a
S30.866,S30.866A,is-a
S30.866,S30.866D,is-a
S30.866,S30.866S,is-a
S30.867,S30.867A,is-a
S30.867,S30.867D,is-a
S30.867,S30.867S,is-a
S30.86A,S30.86AA,is-a
S30.86A,S30.86AD,is-a
S30.86A,S30.86AS,is-a
S30.87,S30.870,is-a
S30.87,S30.871,is-a
S30.87,S30.872,is-a
S30.87,S30.873,is-a
S30.87,S30.874,is-a
S30.87,S30.875,is-a
S30.87,S30.876,is-a
S30.87,S30.877,is-a
S30.87,S30.87A,is-a
S30.870,S30.870A,is-a
S30.870,S30.870D,is-a
S30.870,S30.870S,is-a
S30.871,S30.871A,is-a
S30.871,S30.871D,is-a
S30.871,S30.871S,is-a
S30.872,S30.872A,is-a
S30.872,S30.872D,is-a
S30.872,S30.872S,is-a
S30.873,S30.873A,is-a
S30.873,S30.873D,is-a
S30.873,S30.873S,is-a
S30.874,S30.874A,is-a
S30.874,S30.874D,is-a
S30.874,S30.874S,is-a
S30.875,S30.875A,is-a
S30.875,S30.875D,is-a
S30.875,S30.875S,is-a
S30.876,S30.876A,is-a
S30.876,S30.876D,is-a
S30.876,S30.876S,is-a
S30.877,S30.877A,is-a
S30.877,S30.877D,is-a
S30.877,S30.877S,is-a
S30.87A,S30.87AA,is-a
S30.87A,S30.87AD,is-a
S30.87A,S30.87AS,is-a
S30.9,S30.91,is-a
S30.9,S30.92,is-a
S30.9,S30.93,is-a
S30.9,S30.94,is-a
S30.9,S30.95,is-a
S30.9,S30.96,is-a
S30.9,S30.97,is-a
S30.9,S30.98,is-a
S30.9,S30.9A,is-a
S31,S31.0,is-a
S31,S31.1,is-a
S31,S31.2,is-a
S31,S31.3,is-a
S31,S31.4,is-a
S31,S31.5,is-a
S31,S31.6,is-a
S31,S31.8,is-a
S31.0,S31.00,is-a
S31.0,S31.01,is-a
S31.0,S31.02,is-a
S31.0,S31.03,is-a
S31.0,S31.04,is-a
S31.0,S31.05,is-a
S31.00,S31.000,is-a
S31.00,S31.001,is-a
S31.000,S31.000A,is-a
S31.000,S31.000D,is-a
S31.000,S31.000S,is-a
S31.001,S31.001A,is-a
S31.001,S31.001D,is-a
S31.001,S31.001S,is-a
S31.01,S31.010,is-a
S31.01,S31.011,is-a
S31.010,S31.010A,is-a
S31.010,S31.010D,is-a
S31.010,S31.010S,is-a
S31.011,S31.011A,is-a
S31.011,S31.011D,is-a
S31.011,S31.011S,is-a
S31.02,S31.020,is-a
S31.02,S31.021,is-a
S31.020,S31.020A,is-a
S31.020,S31.020D,is-a
S31.020,S31.020S,is-a
S31.021,S31.021A,is-a
S31.021,S31.021D,is-a
S31.021,S31.021S,is-a
S31.03,S31.030,is-a
S31.03,S31.031,is-a
S31.030,S31.030A,is-a
S31.030,S31.030D,is-a
S31.030,S31.030S,is-a
S31.031,S31.031A,is-a
S31.031,S31.031D,is-a
S31.031,S31.031S,is-a
S31.04,S31.040,is-a
S31.04,S31.041,is-a
S31.040,S31.040A,is-a
S31.040,S31.040D,is-a
S31.040,S31.040S,is-a
S31.041,S31.041A,is-a
S31.041,S31.041D,is-a
S31.041,S31.041S,is-a
S31.05,S31.050,is-a
S31.05,S31.051,is-a
S31.050,S31.050A,is-a
S31.050,S31.050D,is-a
S31.050,S31.050S,is-a
S31.051,S31.051A,is-a
S31.051,S31.051D,is-a
S31.051,S31.051S,is-a
S31.1,S31.10,is-a
S31.1,S31.11,is-a
S31.1,S31.12,is-a
S31.1,S31.13,is-a
S31.1,S31.14,is-a
S31.1,S31.15,is-a
S31.10,S31.100,is-a
S31.10,S31.101,is-a
S31.10,S31.102,is-a
S31.10,S31.103,is-a
S31.10,S31.104,is-a
S31.10,S31.105,is-a
S31.10,S31.106,is-a
S31.10,S31.107,is-a
S31.10,S31.109,is-a
S31.10,S31.10A,is-a
S31.100,S31.100A,is-a
S31.100,S31.100D,is-a
S31.100,S31.100S,is-a
S31.101,S31.101A,is-a
S31.101,S31.101D,is-a
S31.101,S31.101S,is-a
S31.102,S31.102A,is-a
S31.102,S31.102D,is-a
S31.102,S31.102S,is-a
S31.103,S31.103A,is-a
S31.103,S31.103D,is-a
S31.103,S31.103S,is-a
S31.104,S31.104A,is-a
S31.104,S31.104D,is-a
S31.104,S31.104S,is-a
S31.105,S31.105A,is-a
S31.105,S31.105D,is-a
S31.105,S31.105S,is-a
S31.106,S31.106A,is-a
S31.106,S31.106D,is-a
S31.106,S31.106S,is-a
S31.107,S31.107A,is-a
S31.107,S31.107D,is-a
S31.107,S31.107S,is-a
S31.109,S31.109A,is-a
S31.109,S31.109D,is-a
S31.109,S31.109S,is-a
S31.10A,S31.10AA,is-a
S31.10A,S31.10AD,is-a
S31.10A,S31.10AS,is-a
S31.11,S31.110,is-a
S31.11,S31.111,is-a
S31.11,S31.112,is-a
S31.11,S31.113,is-a
S31.11,S31.114,is-a
S31.11,S31.115,is-a
S31.11,S31.116,is-a
S31.11,S31.117,is-a
S31.11,S31.119,is-a
S31.11,S31.11A,is-a
S31.110,S31.110A,is-a
S31.110,S31.110D,is-a
S31.110,S31.110S,is-a
S31.111,S31.111A,is-a
S31.111,S31.111D,is-a
S31.111,S31.111S,is-a
S31.112,S31.112A,is-a
S31.112,S31.112D,is-a
S31.112,S31.112S,is-a
S31.113,S31.113A,is-a
S31.113,S31.113D,is-a
S31.113,S31.113S,is-a
S31.114,S31.114A,is-a
S31.114,S31.114D,is-a
S31.114,S31.114S,is-a
S31.115,S31.115A,is-a
S31.115,S31.115D,is-a
S31.115,S31.115S,is-a
S31.116,S31.116A,is-a
S31.116,S31.116D,is-a
S31.116,S31.116S,is-a
S31.117,S31.117A,is-a
S31.117,S31.117D,is-a
S31.117,S31.117S,is-a
S31.119,S31.119A,is-a
S31.119,S31.119D,is-a
S31.119,S31.119S,is-a
S31.11A,S31.11AA,is-a
S31.11A,S31.11AD,is-a
