parent_code,child_code,relationship
S21.022,S21.022A,is-a
S21.022,S21.022D,is-a
S21.022,S21.022S,is-a
S21.029,S21.029A,is-a
S21.029,S21.029D,is-a
S21.029,S21.029S,is-a
S21.03,S21.031,is-a
S21.03,S21.032,is-a
S21.03,S21.039,is-a
S21.031,S21.031A,is-a
S21.031,S21.031D,is-a
S21.031,S21.031S,is-a
S21.032,S21.032A,is-a
S21.032,S21.032D,is-a
S21.032,S21.032S,is-a
S21.039,S21.039A,is-a
S21.039,S21.039D,is-a
S21.039,S21.039S,is-a
S21.04,S21.041,is-a
S21.04,S21.042,is-a
S21.04,S21.049,is-a
S21.041,S21.041A,is-a
S21.041,S21.041D,is-a
S21.041,S21.041S,is-a
S21.042,S21.042A,is-a
S21.042,S21.042D,is-a
S21.042,S21.042S,is-a
S21.049,S21.049A,is-a
S21.049,S21.049D,is-a
S21.049,S21.049S,is-a
S21.05,S21.051,is-a
S21.05,S21.052,is-a
S21.05,S21.059,is-a
S21.051,S21.051A,is-a
S21.051,S21.051D,is-a
S21.051,S21.051S,is-a
S21.052,S21.052A,is-a
S21.052,S21.052D,is-a
S21.052,S21.052S,is-a
S21.059,S21.059A,is-a
S21.059,S21.059D,is-a
S21.059,S21.059S,is-a
S21.1,S21.10,is-a
S21.1,S21.11,is-a
S21.1,S21.12,is-a
S21.1,S21.13,is-a
S21.1,S21.14,is-a
S21.1,S21.15,is-a
S21.10,S21.101,is-a
S21.10,S21.102,is-a
S21.10,S21.109,is-a
S21.101,S21.101A,is-a
S21.101,S21.101D,is-a
S21.101,S21.101S,is-a
S21.102,S21.102A,is-a
S21.102,S21.102D,is-a
S21.102,S21.102S,is-a
S21.109,S21.109A,is-a
S21.109,S21.109D,is-a
S21.109,S21.109S,is-a
S21.11,S21.111,is-a
S21.11,S21.112,is-a
S21.11,S21.119,is-a
S21.111,S21.111A,is-a
S21.111,S21.111D,is-a
S21.111,S21.111S,is-a
S21.112,S21.112A,is-a
S21.112,S21.112D,is-a
S21.112,S21.112S,is-a
S21.119,S21.119A,is-a
S21.119,S21.119D,is-a
S21.119,S21.119S,is-a
S21.12,S21.121,is-a
S21.12,S21.122,is-a
S21.12,S21.129,is-a
S21.121,S21.121A,is-a
S21.121,S21.121D,is-a
S21.121,S21.121S,is-a
S21.122,S21.122A,is-a
S21.122,S21.122D,is-a
S21.122,S21.122S,is-a
S21.129,S21.129A,is-a
S21.129,S21.129D,is-a
S21.129,S21.129S,is-a
S21.13,S21.131,is-a
S21.13,S21.132,is-a
S21.13,S21.139,is-a
S21.131,S21.131A,is-a
S21.131,S21.131D,is-a
S21.131,S21.131S,is-a
S21.132,S21.132A,is-a
S21.132,S21.132D,is-a
S21.132,S21.132S,is-a
S21.139,S21.139A,is-a
S21.139,S21.139D,is-a
S21.139,S21.139S,is-a
S21.14,S21.141,is-a
S21.14,S21.142,is-a
S21.14,S21.149,is-a
S21.141,S21.141A,is-a
S21.141,S21.141D,is-a
S21.141,S21.141S,is-a
S21.142,S21.142A,is-a
S21.142,S21.142D,is-a
S21.142,S21.142S,is-a
S21.149,S21.149A,is-a
S21.149,S21.149D,is-a
S21.149,S21.149S,is-a
S21.15,S21.151,is-a
S21.15,S21.152,is-a
S21.15,S21.159,is-a
S21.151,S21.151A,is-a
S21.151,S21.151D,is-a
S21.151,S21.151S,is-a
S21.152,S21.152A,is-a
S21.152,S21.152D,is-a
S21.152,S21.152S,is-a
S21.159,S21.159A,is-a
S21.159,S21.159D,is-a
S21.159,S21.159S,is-a
S21.2,S21.20,is-a
S21.2,S21.21,is-a
S21.2,S21.22,is-a
S21.2,S21.23,is-a
S21.2,S21.24,is-a
S21.2,S21.25,is-a
S21.20,S21.201,is-a
S21.20,S21.202,is-a
S21.20,S21.209,is-a
S21.201,S21.201A,is-a
S21.201,S21.201D,is-a
S21.201,S21.201S,is-a
S21.202,S21.202A,is-a
S21.202,S21.202D,is-a
S21.202,S21.202S,is-a
S21.209,S21.209A,is-a
S21.209,S21.209D,is-a
S21.209,S21.209S,is-a
S21.21,S21.211,is-a
S21.21,S21.212,is-a
S21.21,S21.219,is-a
S21.211,S21.211A,is-a
S21.211,S21.211D,is-a
S21.211,S21.211S,is-a
S21.212,S21.212A,is-a
S21.212,S21.212D,is-a
S21.212,S21.212S,is-a
S21.219,S21.219A,is-a
S21.219,S21.219D,is-a
S21.219,S21.219S,is-a
S21.22,S21.221,is-a
S21.22,S21.222,is-a
S21.22,S21.229,is-a
S21.221,S21.221A,is-a
S21.221,S21.221D,is-a
S21.221,S21.221S,is-a
S21.222,S21.222A,is-a
S21.222,S21.222D,is-a
S21.222,S21.222S,is-a
S21.229,S21.229A,is-a
S21.229,S21.229D,is-a
S21.229,S21.229S,is-a
S21.23,S21.231,is-a
S21.23,S21.232,is-a
S21.23,S21.239,is-a
S21.231,S21.231A,is-a
S21.231,S21.231D,is-a
S21.231,S21.231S,is-a
S21.232,S21.232A,is-a
S21.232,S21.232D,is-a
S21.232,S21.232S,is-a
S21.239,S21.239A,is-a
S21.239,S21.239D,is-a
S21.239,S21.239S,is-a
S21.24,S21.241,is-a
S21.24,S21.242,is-a
S21.24,S21.249,is-a
S21.241,S21.241A,is-a
S21.241,S21.241D,is-a
S21.241,S21.241S,is-a
S21.242,S21.242A,is-a
S21.242,S21.242D,is-a
S21.242,S21.242S,is-a
S21.249,S21.249A,is-a
S21.249,S21.249D,is-a
S21.249,S21.249S,is-a
S21.25,S21.251,is-a
S21.25,S21.252,is-a
S21.25,S21.259,is-a
S21.251,S21.251A,is-a
S21.251,S21.251D,is-a
S21.251,S21.251S,is-a
S21.252,S21.252A,is-a
S21.252,S21.252D,is-a
S21.252,S21.252S,is-a
S21.259,S21.259A,is-a
S21.259,S21.259D,is-a
S21.259,S21.259S,is-a
S21.3,S21.30,is-a
S21.3,S21.31,is-a
S21.3,S21.32,is-a
S21.3,S21.33,is-a
S21.3,S21.34,is-a
S21.3,S21.35,is-a
S21.30,S21.301,is-a
S21.30,S21.302,is-a
S21.30,S21.309,is-a
S21.301,S21.301A,is-a
S21.301,S21.301D,is-a
S21.301,S21.301S,is-a
S21.302,S21.302A,is-a
S21.302,S21.302D,is-a
S21.302,S21.302S,is-a
S21.309,S21.309A,is-a
S21.309,S21.309D,is-a
S21.309,S21.309S,is-a
S21.31,S21.311,is-a
S21.31,S21.312,is-a
S21.31,S21.319,is-a
S21.311,S21.311A,is-a
S21.311,S21.311D,is-a
S21.311,S21.311S,is-a
S21.312,S21.312A,is-a
S21.312,S21.312D,is-a
S21.312,S21.312S,is-a
S21.319,S21.319A,is-a
S21.319,S21.319D,is-a
S21.319,S21.319S,is-a
S21.32,S21.321,is-a
S21.32,S21.322,is-a
S21.32,S21.329,is-a
S21.321,S21.321A,is-a
S21.321,S21.321D,is-a
S21.321,S21.321S,is-a
S21.322,S21.322A,is-a
S21.322,S21.322D,is-a
S21.322,S21.322S,is-a
S21.329,S21.329A,is-a
S21.329,S21.329D,is-a
S21.329,S21.329S,is-a
S21.33,S21.331,is-a
S21.33,S21.332,is-a
S21.33,S21.339,is-a
S21.331,S21.331A,is-a
S21.331,S21.331D,is-a
S21.331,S21.331S,is-a
S21.332,S21.332A,is-a
S21.332,S21.332D,is-a
S21.332,S21.332S,is-a
S21.339,S21.339A,is-a
S21.339,S21.339D,is-a
S21.339,S21.339S,is-a
S21.34,S21.341,is-a
S21.34,S21.342,is-a
S21.34,S21.349,is-a
S21.341,S21.341A,is-a
S21.341,S21.341D,is-a
S21.341,S21.341S,is-a
S21.342,S21.342A,is-a
S21.342,S21.342D,is-a
S21.342,S21.342S,is-a
S21.349,S21.349A,is-a
S21.349,S21.349D,is-a
S21.349,S21.349S,is-a
S21.35,S21.351,is-a
S21.35,S21.352,is-a
S21.35,S21.359,is-a
S21.351,S21.351A,is-a
S21.351,S21.351D,is-a
S21.351,S21.351S,is-a
S21.352,S21.352A,is-a
S21.352,S21.352D,is-a
S21.352,S21.352S,is-a
S21.359,S21.359A,is-a
S21.359,S21.359D,is-a
S21.359,S21.359S,is-a
S21.4,S21.40,is-a
S21.4,S21.41,is-a
S21.4,S21.42,is-a
S21.4,S21.43,is-a
S21.4,S21.44,is-a
S21.4,S21.45,is-a
S21.40,S21.401,is-a
S21.40,S21.402,is-a
S21.40,S21.409,is-a
S21.401,S21.401A,is-a
S21.401,S21.401D,is-a
S21.401,S21.401S,is-a
S21.402,S21.402A,is-a
S21.402,S21.402D,is-a
S21.402,S21.402S,is-a
S21.409,S21.409A,is-a
S21.409,S21.409D,is-a
S21.409,S21.409S,is-a
S21.41,S21.411,is-a
S21.41,S21.412,is-a
S21.41,S21.419,is-a
S21.411,S21.411A,is-a
S21.411,S21.411D,is-a
S21.411,S21.411S,is-a
S21.412,S21.412A,is-a
S21.412,S21.412D,is-a
S21.412,S21.412S,is-a
S21.419,S21.419A,is-a
S21.419,S21.419D,is-a
S21.419,S21.419S,is-a
S21.42,S21.421,is-a
S21.42,S21.422,is-a
S21.42,S21.429,is-a
S21.421,S21.421A,is-a
S21.421,S21.421D,is-a
S21.421,S21.421S,is-a
S21.422,S21.422A,is-a
S21.422,S21.422D,is-a
S21.422,S21.422S,is-a
S21.429,S21.429A,is-a
S21.429,S21.429D,is-a
S21.429,S21.429S,is-a
S21.43,S21.431,is-a
S21.43,S21.432,is-a
S21.43,S21.439,is-a
S21.431,S21.431A,is-a
S21.431,S21.431D,is-a
S21.431,S21.431S,is-a
S21.432,S21.432A,is-a
S21.432,S21.432D,is-a
S21.432,S21.432S,is-a
S21.439,S21.439A,is-a
S21.439,S21.439D,is-a
S21.439,S21.439S,is-a
S21.44,S21.441,is-a
S21.44,S21.442,is-a
S21.44,S21.449,is-a
S21.441,S21.441A,is-a
S21.441,S21.441D,is-a
S21.441,S21.441S,is-a
S21.442,S21.442A,is-a
S21.442,S21.442D,is-a
S21.442,S21.442S,is-a
S21.449,S21.449A,is-a
S21.449,S21.449D,is-a
S21.449,S21.449S,is-a
S21.45,S21.451,is-a
S21.45,S21.452,is-a
S21.45,S21.459,is-a
S21.451,S21.451A,is-a
S21.451,S21.451D,is-a
S21.451,S21.451S,is-a
S21.452,S21.452A,is-a
S21.452,S21.452D,is-a
S21.452,S21.452S,is-a
S21.459,S21.459A,is-a
S21.459,S21.459D,is-a
S21.459,S21.459S,is-a
S21.9,S21.90,is-a
S21.9,S21.91,is-a
S21.9,S21.92,is-a
S21.9,S21.93,is-a
S21.9,S21.94,is-a
S21.9,S21.95,is-a
S22,S22.0,is-a
S22,S22.2,is-a
S22,S22.3,is-a
S22,S22.4,is-a
S22,S22.5,is-a
S22,S22.9,is-a
S22.0,S22.00,is-a
S22.0,S22.01,is-a
S22.0,S22.02,is-a
S22.0,S22.03,is-a
S22.0,S22.04,is-a
S22.0,S22.05,is-a
S22.0,S22.06,is-a
S22.0,S22.07,is-a
S22.0,S22.08,is-a
S22.00,S22.000,is-a
S22.00,S22.001,is-a
S22.00,S22.002,is-a
S22.00,S22.008,is-a
S22.00,S22.009,is-a
S22.000,S22.000A,is-a
S22.000,S22.000B,is-a
S22.000,S22.000D,is-a
S22.000,S22.000G,is-a
S22.000,S22.000K,is-a
S22.000,S22.000S,is-a
S22.001,S22.001A,is-a
S22.001,S22.001B,is-a
S22.001,S22.001D,is-a
S22.001,S22.001G,is-a
S22.001,S22.001K,is-a
S22.001,S22.001S,is-a
S22.002,S22.002A,is-a
S22.002,S22.002B,is-a
S22.002,S22.002D,is-a
S22.002,S22.002G,is-a
S22.002,S22.002K,is-a
S22.002,S22.002S,is-a
S22.008,S22.008A,is-a
S22.008,S22.008B,is-a
S22.008,S22.008D,is-a
S22.008,S22.008G,is-a
S22.008,S22.008K,is-a
S22.008,S22.008S,is-a
S22.009,S22.009A,is-a
S22.009,S22.009B,is-a
S22.009,S22.009D,is-a
S22.009,S22.009G,is-a
S22.009,S22.009K,is-a
S22.009,S22.009S,is-a
S22.01,S22.010,is-a
S22.01,S22.011,is-a
S22.01,S22.012,is-a
S22.01,S22.018,is-a
S22.01,S22.019,is-a
S22.010,S22.010A,is-a
S22.010,S22.010B,is-a
S22.010,S22.010D,is-a
S22.010,S22.010G,is-a
S22.010,S22.010K,is-a
S22.010,S22.010S,is-a
S22.011,S22.011A,is-a
S22.011,S22.011B,is-a
S22.011,S22.011D,is-a
S22.011,S22.011G,is-a
S22.011,S22.011K,is-a
S22.011,S22.011S,is-a
S22.012,S22.012A,is-a
S22.012,S22.012B,is-a
S22.012,S22.012D,is-a
S22.012,S22.012G,is-a
S22.012,S22.012K,is-a
S22.012,S22.012S,is-a
S22.018,S22.018A,is-a
S22.018,S22.018B,is-a
S22.018,S22.018D,is-a
S22.018,S22.018G,is-a
S22.018,S22.018K,is-a
S22.018,S22.018S,is-a
S22.019,S22.019A,is-a
S22.019,S22.019B,is-a
S22.019,S22.019D,is-a
S22.019,S22.019G,is-a
S22.019,S22.019K,is-a
S22.019,S22.019S,is-a
S22.02,S22.020,is-a
S22.02,S22.021,is-a
S22.02,S22.022,is-a
S22.02,S22.028,is-a
S22.02,S22.029,is-a
S22.020,S22.020A,is-a
S22.020,S22.020B,is-a
S22.020,S22.020D,is-a
S22.020,S22.020G,is-a
S22.020,S22.020K,is-a
S22.020,S22.020S,is-a
S22.021,S22.021A,is-a
S22.021,S22.021B,is-a
S22.021,S22.021D,is-a
S22.021,S22.021G,is-a
S22.021,S22.021K,is-a
S22.021,S22.021S,is-a
S22.022,S22.022A,is-a
S22.022,S22.022B,is-a
S22.022,S22.022D,is-a
S22.022,S22.022G,is-a
S22.022,S22.022K,is-a
S22.022,S22.022S,is-a
S22.028,S22.028A,is-a
S22.028,S22.028B,is-a
S22.028,S22.028D,is-a
S22.028,S22.028G,is-a
S22.028,S22.028K,is-a
S22.028,S22.028S,is-a
S22.029,S22.029A,is-a
S22.029,S22.029B,is-a
S22.029,S22.029D,is-a
S22.029,S22.029G,is-a
S22.029,S22.029K,is-a
S22.029,S22.029S,is-a
S22.03,S22.030,is-a
S22.03,S22.031,is-a
S22.03,S22.032,is-a
S22.03,S22.038,is-a
S22.03,S22.039,is-a
S22.030,S22.030A,is-a
S22.030,S22.030B,is-a
S22.030,S22.030D,is-a
S22.030,S22.030G,is-a
S22.030,S22.030K,is-a
S22.030,S22.030S,is-a
S22.031,S22.031A,is-a
S22.031,S22.031B,is-a
S22.031,S22.031D,is-a
S22.031,S22.031G,is-a
S22.031,S22.031K,is-a
S22.031,S22.031S,is-a
S22.032,S22.032A,is-a
S22.032,S22.032B,is-a
S22.032,S22.032D,is-a
S22.032,S22.032G,is-a
S22.032,S22.032K,is-a
S22.032,S22.032S,is-a
S22.038,S22.038A,is-a
S22.038,S22.038B,is-a
S22.038,S22.038D,is-a
S22.038,S22.038G,is-a
S22.038,S22.038K,is-a
S22.038,S22.038S,is-a
S22.039,S22.039A,is-a
S22.039,S22.039B,is-a
S22.039,S22.039D,is-a
S22.039,S22.039G,is-a
S22.039,S22.039K,is-a
S22.039,S22.039S,is-a
S22.04,S22.040,is-a
S22.04,S22.041,is-a
S22.04,S22.042,is-a
S22.04,S22.048,is-a
S22.04,S22.049,is-a
S22.040,S22.040A,is-a
S22.040,S22.040B,is-a
S22.040,S22.040D,is-a
S22.040,S22.040G,is-a
S22.040,S22.040K,is-a
S22.040,S22.040S,is-a
S22.041,S22.041A,is-a
S22.041,S22.041B,is-a
S22.041,S22.041D,is-a
S22.041,S22.041G,is-a
S22.041,S22.041K,is-a
S22.041,S22.041S,is-a
S22.042,S22.042A,is-a
S22.042,S22.042B,is-a
S22.042,S22.042D,is-a
S22.042,S22.042G,is-a
S22.042,S22.042K,is-a
S22.042,S22.042S,is-a
S22.048,S22.048A,is-a
S22.048,S22.048B,is-a
S22.048,S22.048D,is-a
S22.048,S22.048G,is-a
S22.048,S22.048K,is-a
S22.048,S22.048S,is-a
S22.049,S22.049A,is-a
S22.049,S22.049B,is-a
S22.049,S22.049D,is-a
S22.049,S22.049G,is-a
S22.049,S22.049K,is-a
S22.049,S22.049S,is-a
S22.05,S22.050,is-a
S22.05,S22.051,is-a
S22.05,S22.052,is-a
S22.05,S22.058,is-a
S22.05,S22.059,is-a
S22.050,S22.050A,is-a
S22.050,S22.050B,is-a
S22.050,S22.050D,is-a
S22.050,S22.050G,is-a
S22.050,S22.050K,is-a
S22.050,S22.050S,is-a
S22.051,S22.051A,is-a
S22.051,S22.051B,is-a
S22.051,S22.051D,is-a
S22.051,S22.051G,is-a
S22.051,S22.051K,is-a
S22.051,S22.051S,is-a
S22.052,S22.052A,is-a
S22.052,S22.052B,is-a
S22.052,S22.052D,is-a
S22.052,S22.052G,is-a
S22.052,S22.052K,is-a
S22.052,S22.052S,is-a
S22.058,S22.058A,is-a
S22.058,S22.058B,is-a
S22.058,S22.058D,is-a
S22.058,S22.058G,is-a
S22.058,S22.058K,is-a
S22.058,S22.058S,is-a
S22.059,S22.059A,is-a
S22.059,S22.059B,is-a
S22.059,S22.059D,is-a
S22.059,S22.059G,is-a
S22.059,S22.059K,is-a
S22.059,S22.059S,is-a
S22.06,S22.060,is-a
S22.06,S22.061,is-a
S22.06,S22.062,is-a
S22.06,S22.068,is-a
S22.06,S22.069,is-a
S22.060,S22.060A,is-a
S22.060,S22.060B,is-a
S22.060,S22.060D,is-a
S22.060,S22.060G,is-a
S22.060,S22.060K,is-a
S22.060,S22.060S,is-a
S22.061,S22.061A,is-a
S22.061,S22.061B,is-a
S22.061,S22.061D,is-a
S22.061,S22.061G,is-a
S22.061,S22.061K,is-a
S22.061,S22.061S,is-a
S22.062,S22.062A,is-a
S22.062,S22.062B,is-a
S22.062,S22.062D,is-a
S22.062,S22.062G,is-a
S22.062,S22.062K,is-a
S22.062,S22.062S,is-a
S22.068,S22.068A,is-a
S22.068,S22.068B,is-a
S22.068,S22.068D,is-a
S22.068,S22.068G,is-a
S22.068,S22.068K,is-a
S22.068,S22.068S,is-a
S22.069,S22.069A,is-a
S22.069,S22.069B,is-a
S22.069,S22.069D,is-a
S22.069,S22.069G,is-a
S22.069,S22.069K,is-a
S22.069,S22.069S,is-a
S22.07,S22.070,is-a
S22.07,S22.071,is-a
S22.07,S22.072,is-a
S22.07,S22.078,is-a
S22.07,S22.079,is-a
S22.070,S22.070A,is-a
S22.070,S22.070B,is-a
S22.070,S22.070D,is-a
S22.070,S22.070G,is-a
S22.070,S22.070K,is-a
S22.070,S22.070S,is-a
S22.071,S22.071A,is-a
S22.071,S22.071B,is-a
S22.071,S22.071D,is-a
S22.071,S22.071G,is-a
S22.071,S22.071K,is-a
S22.071,S22.071S,is-a
S22.072,S22.072A,is-a
S22.072,S22.072B,is-a
S22.072,S22.072D,is-a
S22.072,S22.072G,is-a
S22.072,S22.072K,is-a
S22.072,S22.072S,is-a
S22.078,S22.078A,is-a
S22.078,S22.078B,is-a
S22.078,S22.078D,is-a
S22.078,S22.078G,is-a
S22.078,S22.078K,is-a
S22.078,S22.078S,is-a
S22.079,S22.079A,is-a
S22.079,S22.079B,is-a
S22.079,S22.079D,is-a
S22.079,S22.079G,is-a
S22.079,S22.079K,is-a
S22.079,S22.079S,is-a
S22.08,S22.080,is-a
S22.08,S22.081,is-a
S22.08,S22.082,is-a
S22.08,S22.088,is-a
S22.08,S22.089,is-a
S22.080,S22.080A,is-a
S22.080,S22.080B,is-a
S22.080,S22.080D,is-a
S22.080,S22.080G,is-a
S22.080,S22.080K,is-a
S22.080,S22.080S,is-a
S22.081,S22.081A,is-a
S22.081,S22.081B,is-a
S22.081,S22.081D,is-a
S22.081,S22.081G,is-a
S22.081,S22.081K,is-a
S22.081,S22.081S,is-a
S22.082,S22.082A,is-a
S22.082,S22.082B,is-a
S22.082,S22.082D,is-a
S22.082,S22.082G,is-a
S22.082,S22.082K,is-a
S22.082,S22.082S,is-a
S22.088,S22.088A,is-a
S22.088,S22.088B,is-a
S22.088,S22.088D,is-a
S22.088,S22.088G,is-a
S22.088,S22.088K,is-a
S22.088,S22.088S,is-a
S22.089,S22.089A,is-a
S22.089,S22.089B,is-a
S22.089,S22.089D,is-a
S22.089,S22.089G,is-a
S22.089,S22.089K,is-a
S22.089,S22.089S,is-a
S22.2,S22.20,is-a
S22.2,S22.21,is-a
S22.2,S22.22,is-a
S22.2,S22.23,is-a
S22.2,S22.24,is-a
S22.3,S22.31,is-a
S22.3,S22.32,is-a
S22.3,S22.39,is-a
S22.4,S22.41,is-a
S22.4,S22.42,is-a
S22.4,S22.43,is-a
S22.4,S22.49,is-a
S23,S23.0,is-a
S23,S23.1,is-a
S23,S23.2,is-a
S23,S23.3,is-a
S23,S23.4,is-a
S23,S23.8,is-a
S23,S23.9,is-a
S23.1,S23.10,is-a
S23.1,S23.11,is-a
S23.1,S23.12,is-a
S23.1,S23.13,is-a
S23.1,S23.14,is-a
S23.1,S23.15,is-a
S23.1,S23.16,is-a
S23.1,S23.17,is-a
S23.10,S23.100,is-a
S23.10,S23.101,is-a
S23.100,S23.100A,is-a
S23.100,S23.100D,is-a
S23.100,S23.100S,is-a
S23.101,S23.101A,is-a
S23.101,S23.101D,is-a
S23.101,S23.101S,is-a
S23.11,S23.110,is-a
S23.11,S23.111,is-a
S23.110,S23.110A,is-a
S23.110,S23.110D,is-a
S23.110,S23.110S,is-a
S23.111,S23.111A,is-a
S23.111,S23.111D,is-a
S23.111,S23.111S,is-a
S23.12,S23.120,is-a
S23.12,S23.121,is-a
S23.12,S23.122,is-a
S23.12,S23.123,is-a
S23.120,S23.120A,is-a
S23.120,S23.120D,is-a
S23.120,S23.120S,is-a
S23.121,S23.121A,is-a
S23.121,S23.121D,is-a
S23.121,S23.121S,is-a
S23.122,S23.122A,is-a
S23.122,S23.122D,is-a
S23.122,S23.122S,is-a
S23.123,S23.123A,is-a
S23.123,S23.123D,is-a
S23.123,S23.123S,is-a
S23.13,S23.130,is-a
S23.13,S23.131,is-a
S23.13,S23.132,is-a
S23.13,S23.133,is-a
S23.130,S23.130A,is-a
S23.130,S23.130D,is-a
S23.130,S23.130S,is-a
S23.131,S23.131A,is-a
S23.131,S23.131D,is-a
S23.131,S23.131S,is-a
S23.132,S23.132A,is-a
S23.132,S23.132D,is-a
S23.132,S23.132S,is-a
S23.133,S23.133A,is-a
S23.133,S23.133D,is-a
S23.133,S23.133S,is-a
S23.14,S23.140,is-a
S23.14,S23.141,is-a
S23.14,S23.142,is-a
S23.14,S23.143,is-a
S23.140,S23.140A,is-a
S23.140,S23.140D,is-a
S23.140,S23.140S,is-a
S23.141,S23.141A,is-a
S23.141,S23.141D,is-a
S23.141,S23.141S,is-a
S23.142,S23.142A,is-a
S23.142,S23.142D,is-a
S23.142,S23.142S,is-a
S23.143,S23.143A,is-a
S23.143,S23.143D,is-a
S23.143,S23.143S,is-a
S23.15,S23.150,is-a
S23.15,S23.151,is-a
S23.15,S23.152,is-a
S23.15,S23.153,is-a
S23.150,S23.150A,is-a
S23.150,S23.150D,is-a
S23.150,S23.150S,is-a
S23.151,S23.151A,is-a
S23.151,S23.151D,is-a
S23.151,S23.151S,is-a
S23.152,S23.152A,is-a
S23.152,S23.152D,is-a
S23.152,S23.152S,is-a
S23.153,S23.153A,is-a
S23.153,S23.153D,is-a
S23.153,S23.153S,is-a
S23.16,S23.160,is-a
S23.16,S23.161,is-a
S23.16,S23.162,is-a
S23.16,S23.163,is-a
S23.160,S23.160A,is-a
S23.160,S23.160D,is-a
S23.160,S23.160S,is-a
S23.161,S23.161A,is-a
S23.161,S23.161D,is-a
S23.161,S23.161S,is-a
S23.162,S23.162A,is-a
S23.162,S23.162D,is-a
S23.162,S23.162S,is-a
S23.163,S23.163A,is-a
S23.163,S23.163D,is-a
S23.163,S23.163S,is-a
S23.17,S23.170,is-a
S23.17,S23.171,is-a
S23.170,S23.170A,is-a
S23.170,S23.170D,is-a
S23.170,S23.170S,is-a
S23.171,S23.171A,is-a
S23.171,S23.171D,is-a
S23.171,S23.171S,is-a
S23.2,S23.20,is-a
S23.2,S23.29,is-a
S23.4,S23.41,is-a
S23.4,S23.42,is-a
S23.42,S23.420,is-a
S23.42,S23.421,is-a
S23.42,S23.428,is-a
S23.42,S23.429,is-a
S23.420,S23.420A,is-a
S23.420,S23.420D,is-a
S23.420,S23.420S,is-a
S23.421,S23.421A,is-a
S23.421,S23.421D,is-a
S23.421,S23.421S,is-a
S23.428,S23.428A,is-a
S23.428,S23.428D,is-a
S23.428,S23.428S,is-a
S23.429,S23.429A,is-a
S23.429,S23.429D,is-a
S23.429,S23.429S,is-a
S24,S24.0,is-a
S24,S24.1,is-a
S24,S24.2,is-a
S24,S24.3,is-a
S24,S24.4,is-a
S24,S24.8,is-a
S24,S24.9,is-a
S24.1,S24.10,is-a
S24.1,S24.11,is-a
S24.1,S24.13,is-a
S24.1,S24.14,is-a
S24.1,S24.15,is-a
S24.10,S24.101,is-a
S24.10,S24.102,is-a
S24.10,S24.103,is-a
S24.10,S24.104,is-a
S24.10,S24.109,is-a
S24.101,S24.101A,is-a
S24.101,S24.101D,is-a
S24.101,S24.101S,is-a
S24.102,S24.102A,is-a
S24.102,S24.102D,is-a
S24.102,S24.102S,is-a
S24.103,S24.103A,is-a
S24.103,S24.103D,is-a
S24.103,S24.103S,is-a
S24.104,S24.104A,is-a
S24.104,S24.104D,is-a
S24.104,S24.104S,is-a
S24.109,S24.109A,is-a
S24.109,S24.109D,is-a
S24.109,S24.109S,is-a
S24.11,S24.111,is-a
S24.11,S24.112,is-a
S24.11,S24.113,is-a
S24.11,S24.114,is-a
S24.11,S24.119,is-a
S24.111,S24.111A,is-a
S24.111,S24.111D,is-a
S24.111,S24.111S,is-a
S24.112,S24.112A,is-a
S24.112,S24.112D,is-a
S24.112,S24.112S,is-a
S24.113,S24.113A,is-a
S24.113,S24.113D,is-a
S24.113,S24.113S,is-a
S24.114,S24.114A,is-a
S24.114,S24.114D,is-a
S24.114,S24.114S,is-a
S24.119,S24.119A,is-a
S24.119,S24.119D,is-a
S24.119,S24.119S,is-a
S24.13,S24.131,is-a
S24.13,S24.132,is-a
S24.13,S24.133,is-a
S24.13,S24.134,is-a
S24.13,S24.139,is-a
S24.131,S24.131A,is-a
S24.131,S24.131D,is-a
S24.131,S24.131S,is-a
S24.132,S24.132A,is-a
S24.132,S24.132D,is-a
S24.132,S24.132S,is-a
S24.133,S24.133A,is-a
S24.133,S24.133D,is-a
S24.133,S24.133S,is-a
S24.134,S24.134A,is-a
S24.134,S24.134D,is-a
S24.134,S24.134S,is-a
S24.139,S24.139A,is-a
S24.139,S24.139D,is-a
S24.139,S24.139S,is-a
S24.14,S24.141,is-a
S24.14,S24.142,is-a
S24.14,S24.143,is-a
S24.14,S24.144,is-a
S24.14,S24.149,is-a
S24.141,S24.141A,is-a
S24.141,S24.141D,is-a
S24.141,S24.141S,is-a
S24.142,S24.142A,is-a
S24.142,S24.142D,is-a
S24.142,S24.142S,is-a
S24.143,S24.143A,is-a
S24.143,S24.143D,is-a
S24.143,S24.143S,is-a
S24.144,S24.144A,is-a
S24.144,S24.144D,is-a
S24.144,S24.144S,is-a
S24.149,S24.149A,is-a
S24.149,S24.149D,is-a
S24.149,S24.149S,is-a
S24.15,S24.151,is-a
S24.15,S24.152,is-a
S24.15,S24.153,is-a
S24.15,S24.154,is-a
S24.15,S24.159,is-a
S24.151,S24.151A,is-a
S24.151,S24.151D,is-a
S24.151,S24.151S,is-a
S24.152,S24.152A,is-a
S24.152,S24.152D,is-a
S24.152,S24.152S,is-a
S24.153,S24.153A,is-a
S24.153,S24.153D,is-a
S24.153,S24.153S,is-a
S24.154,S24.154A,is-a
S24.154,S24.154D,is-a
S24.154,S24.154S,is-a
S24.159,S24.159A,is-a
S24.159,S24.159D,is-a
S24.159,S24.159S,is-a
